ticker,trade_date,open_price,close_price,volume
AAPL,2021-03-16,122.5458,122.4191,115227900
AAPL,2021-03-17,120.9372,121.6294,111932600
AAPL,2021-03-18,119.7966,117.5055,121229700
AAPL,2021-03-19,116.8913,116.9791,185549500
AAPL,2021-03-22,117.3106,120.2938,111912300
AAPL,2021-03-23,120.2353,119.4651,95467100
AAPL,2021-03-24,119.7381,117.0766,88530500
AAPL,2021-03-25,116.5404,117.564,98844700
AAPL,2021-03-26,117.3301,118.1685,94071200
AAPL,2021-03-29,118.5974,118.344,80819200
AAPL,2021-03-30,117.0961,116.8913,85671900
AAPL,2021-03-31,118.5974,119.0849,118323800
AAPL,2021-04-01,120.557,119.9136,75089100
AAPL,2021-04-05,120.7617,122.7408,88651200
AAPL,2021-04-06,123.3257,123.043,80171300
AAPL,2021-04-07,122.6726,124.6906,83466700
AAPL,2021-04-08,125.7142,127.0889,88844600
AAPL,2021-04-09,126.5429,129.6626,106686700
AAPL,2021-04-12,129.1946,127.9468,91420000
AAPL,2021-04-13,129.1167,131.0567,91266500
AAPL,2021-04-14,131.5539,128.7169,87222800
AAPL,2021-04-15,130.4621,131.125,89347100
AAPL,2021-04-16,130.93,130.7935,84922400
AAPL,2021-04-19,130.1598,131.4565,94264200
AAPL,2021-04-20,131.6319,129.7699,94812300
AAPL,2021-04-21,129.0387,130.1501,68847100
AAPL,2021-04-22,129.7016,128.6292,84566500
AAPL,2021-04-23,128.8437,130.9495,78657500
AAPL,2021-04-26,131.4467,131.3395,66905100
AAPL,2021-04-27,131.6222,131.0178,66015800
AAPL,2021-04-28,130.9398,130.2281,107760100
AAPL,2021-04-29,133.0455,130.1306,151101000
AAPL,2021-04-30,128.4732,128.1613,109839500
AAPL,2021-05-03,128.7267,129.2142,75135100
AAPL,2021-05-04,127.8981,124.6419,137564700
AAPL,2021-05-05,125.958,124.8856,84000900
AAPL,2021-05-06,124.6809,126.4844,78128300
AAPL,2021-05-07,127.7832,127.1582,78973300
AAPL,2021-05-10,126.377,123.877,88071200
AAPL,2021-05-11,120.6055,122.959,126142800
AAPL,2021-05-12,120.5079,119.8926,112172300
AAPL,2021-05-13,121.6602,122.0411,105861300
AAPL,2021-05-14,123.2911,124.4629,81918000
AAPL,2021-05-17,123.8477,123.3106,74244600
AAPL,2021-05-18,123.5938,121.9239,63342900
AAPL,2021-05-19,120.2735,121.7676,92612000
AAPL,2021-05-20,122.295,124.3262,76857100
AAPL,2021-05-21,124.8242,122.4903,79295400
AAPL,2021-05-24,123.0567,124.1211,63092900
AAPL,2021-05-25,124.8242,123.9258,72009500
AAPL,2021-05-26,123.9844,123.877,56575900
AAPL,2021-05-27,123.4766,122.3438,94625600
AAPL,2021-05-28,122.627,121.6895,71311100
AAPL,2021-06-01,122.1485,121.3672,67637100
AAPL,2021-06-02,121.3672,122.129,59278900
AAPL,2021-06-03,121.7579,120.6446,76229200
AAPL,2021-06-04,121.1621,122.9395,75169300
AAPL,2021-06-07,123.2129,122.9493,71057600
AAPL,2021-06-08,123.6329,123.7696,74403800
AAPL,2021-06-09,124.2286,124.1504,56877900
AAPL,2021-06-10,124.043,123.1543,71186400
AAPL,2021-06-11,123.5645,124.3653,53522400
AAPL,2021-06-14,124.8243,127.4219,96906500
AAPL,2021-06-15,126.8946,126.6016,62746300
AAPL,2021-06-16,127.3145,127.0996,91815000
AAPL,2021-06-17,126.7579,128.7012,96721700
AAPL,2021-06-18,127.6465,127.4024,108953300
AAPL,2021-06-21,127.2461,129.1993,79663300
AAPL,2021-06-22,129.0333,130.8399,74783600
AAPL,2021-06-23,130.6348,130.5664,60214200
AAPL,2021-06-24,131.2989,130.2832,68711000
AAPL,2021-06-25,130.3321,129.9903,70783700
AAPL,2021-06-28,130.2833,131.6212,62111300
AAPL,2021-06-29,131.6407,133.1348,64556100
AAPL,2021-06-30,132.9786,133.7501,63261400
AAPL,2021-07-01,133.3985,134.0528,52485800
AAPL,2021-07-02,134.668,136.6798,78852600
AAPL,2021-07-06,136.7872,138.6915,108181800
AAPL,2021-07-07,140.1758,141.1817,104911600
AAPL,2021-07-08,138.2618,139.8829,105575500
AAPL,2021-07-09,139.4044,141.7091,99890800
AAPL,2021-07-12,142.7833,141.1133,76299700
AAPL,2021-07-13,140.6543,142.2266,100827100
AAPL,2021-07-14,144.6289,145.6543,127050800
AAPL,2021-07-15,145.7423,145.0001,106820300
AAPL,2021-07-16,144.9806,142.9591,93251400
AAPL,2021-07-19,140.3809,139.1114,121434600
AAPL,2021-07-20,140.0977,142.7247,96350000
AAPL,2021-07-21,142.1192,141.9922,74993500
AAPL,2021-07-22,142.5196,143.3594,77338200
AAPL,2021-07-23,144.0919,145.0782,71447400
AAPL,2021-07-26,144.7949,145.498,72434100
AAPL,2021-07-27,145.6251,143.3302,104818600
AAPL,2021-07-28,141.4161,141.5821,118931200
AAPL,2021-07-29,141.2989,142.2266,56699500
AAPL,2021-07-30,140.9962,142.4415,70440600
AAPL,2021-08-02,142.9298,142.1095,62880000
AAPL,2021-08-03,142.3926,143.9063,64786600
AAPL,2021-08-04,143.8184,143.5059,56368300
AAPL,2021-08-05,143.5352,143.6133,46397700
AAPL,2021-08-06,143.1341,142.9287,54126800
AAPL,2021-08-09,142.9874,142.8798,48908700
AAPL,2021-08-10,143.2222,142.4006,69023100
AAPL,2021-08-11,142.8407,142.6549,48493500
AAPL,2021-08-12,142.9776,145.6183,72282600
AAPL,2021-08-13,145.6966,145.8237,59375000
AAPL,2021-08-16,145.276,147.7993,103296000
AAPL,2021-08-17,146.9288,146.8897,92229700
AAPL,2021-08-18,146.5083,143.1439,86326000
AAPL,2021-08-19,141.8432,143.4765,86960300
AAPL,2021-08-20,144.2002,144.9337,60549600
AAPL,2021-08-23,145.051,146.4203,60131800
AAPL,2021-08-24,146.166,146.3323,48606400
AAPL,2021-08-25,146.5181,145.0999,58991300
AAPL,2021-08-26,145.0902,144.298,48597200
AAPL,2021-08-27,144.2393,145.3347,55802400
AAPL,2021-08-30,145.7259,149.7553,90956700
AAPL,2021-08-31,149.3055,148.4937,86453100
AAPL,2021-09-01,149.4717,149.1588,80313700
AAPL,2021-09-02,150.4889,150.2737,71115500
AAPL,2021-09-03,150.3813,150.9094,57808700
AAPL,2021-09-07,151.5647,153.2469,82278300
AAPL,2021-09-08,153.5305,151.7016,74420200
AAPL,2021-09-09,152.0733,150.6845,57305700
AAPL,2021-09-10,151.5941,145.6966,140893200
AAPL,2021-09-13,147.3201,146.2638,102404300
AAPL,2021-09-14,147.0462,144.8652,109296300
AAPL,2021-09-15,145.2955,145.7552,83281300
AAPL,2021-09-16,145.1782,145.5205,68034100
AAPL,2021-09-17,145.5498,142.8505,129868800
AAPL,2021-09-20,140.6402,139.7991,123478900
AAPL,2021-09-21,140.7673,140.2783,75834000
AAPL,2021-09-22,141.2759,142.6451,76404300
AAPL,2021-09-23,143.4275,143.6035,64838200
AAPL,2021-09-24,142.4593,143.6916,53477900
AAPL,2021-09-27,142.2734,142.1756,74150700
AAPL,2021-09-28,140.1022,138.7917,108972300
AAPL,2021-09-29,139.3394,139.6915,74602000
AAPL,2021-09-30,140.5032,138.3907,89056700
AAPL,2021-10-01,138.7819,139.5154,94639600
AAPL,2021-10-04,138.645,136.0826,98322000
AAPL,2021-10-05,136.4249,138.0093,80861100
AAPL,2021-10-06,136.4053,138.8797,83221100
AAPL,2021-10-07,139.9164,140.1413,61732700
AAPL,2021-10-08,140.8651,139.7599,58773200
AAPL,2021-10-11,139.1438,139.6719,64452200
AAPL,2021-10-12,140.0827,138.4005,73035900
AAPL,2021-10-13,138.1364,137.8137,78762700
AAPL,2021-10-14,138.9873,140.601,69907100
AAPL,2021-10-15,140.6108,141.6573,67940300
AAPL,2021-10-18,140.2978,143.3297,85589200
AAPL,2021-10-19,143.7796,145.4912,76378900
AAPL,2021-10-20,145.4325,145.9801,58418800
AAPL,2021-10-21,145.54,146.1953,61421000
AAPL,2021-10-22,146.4007,145.4227,58883400
AAPL,2021-10-25,145.4129,145.3738,50720600
AAPL,2021-10-26,146.0486,146.0388,60893400
AAPL,2021-10-27,146.078,145.5792,56094900
AAPL,2021-10-28,146.5279,149.2174,100077900
AAPL,2021-10-29,143.985,146.5083,124953200
AAPL,2021-11-01,145.7161,145.6868,74588300
AAPL,2021-11-02,145.3933,146.7235,69122000
AAPL,2021-11-03,147.0853,148.1612,54511500
AAPL,2021-11-04,148.2492,147.6428,60394600
AAPL,2021-11-05,148.7692,148.1717,65463900
AAPL,2021-11-08,148.299,147.349,55020900
AAPL,2021-11-09,147.1139,147.7114,56787900
AAPL,2021-11-10,146.9376,144.8807,65187100
AAPL,2021-11-11,145.8994,144.8318,41000000
AAPL,2021-11-12,145.3803,146.9082,63804000
AAPL,2021-11-15,147.2804,146.918,59222800
AAPL,2021-11-16,146.8592,147.8975,59256200
AAPL,2021-11-17,147.8975,150.3363,88807000
AAPL,2021-11-18,150.5518,154.6263,137827700
AAPL,2021-11-19,154.4108,157.2513,117305600
AAPL,2021-11-22,158.358,157.7116,117467900
AAPL,2021-11-23,157.8096,158.0936,96041900
AAPL,2021-11-24,157.4471,158.6127,69463600
AAPL,2021-11-26,156.2914,153.5881,76959800
AAPL,2021-11-29,156.0955,156.9476,88748200
AAPL,2021-11-30,156.7028,161.9037,174048100
AAPL,2021-12-01,164.0389,161.3846,152052500
AAPL,2021-12-02,155.4784,160.3953,136739200
AAPL,2021-12-03,160.6499,158.5147,118023100
AAPL,2021-12-06,160.9144,161.9232,107497000
AAPL,2021-12-07,165.606,167.6628,120405400
AAPL,2021-12-08,168.5933,171.4827,116998900
AAPL,2021-12-09,171.3162,170.9734,108923700
AAPL,2021-12-10,171.61,175.7629,115402700
AAPL,2021-12-13,177.3986,172.1291,153237000
AAPL,2021-12-14,171.6492,170.7481,139380400
AAPL,2021-12-15,171.5121,175.616,131063300
AAPL,2021-12-16,175.5964,168.7206,150185800
AAPL,2021-12-17,166.4385,167.6237,195432700
AAPL,2021-12-20,164.8224,166.2622,107499100
AAPL,2021-12-21,168.035,169.4357,91185900
AAPL,2021-12-22,169.4846,172.0312,92135300
AAPL,2021-12-23,172.2369,172.6581,68356600
AAPL,2021-12-27,173.4514,176.6248,74919600
AAPL,2021-12-28,176.4584,175.6062,79144300
AAPL,2021-12-29,175.6454,175.6944,62348900
AAPL,2021-12-30,175.7825,174.5386,59773000
AAPL,2021-12-31,174.4309,173.9216,64062300
AAPL,2022-01-03,174.1762,178.2703,104487900
AAPL,2022-01-04,178.8776,176.0078,99310400
AAPL,2022-01-05,175.9197,171.326,94537600
AAPL,2022-01-06,169.1516,168.466,96904000
AAPL,2022-01-07,169.3377,168.6325,86709100
AAPL,2022-01-10,165.606,168.6521,106765600
AAPL,2022-01-11,168.7794,171.4827,76138300
AAPL,2022-01-12,172.5013,171.9234,74805200
AAPL,2022-01-13,172.1683,168.6521,84505800
AAPL,2022-01-14,167.8196,169.514,80440800
AAPL,2022-01-18,167.986,166.3112,90956700
AAPL,2022-01-19,166.5071,162.8145,94815000
AAPL,2022-01-20,163.5491,161.1299,91420500
AAPL,2022-01-21,161.0417,159.073,122848900
AAPL,2022-01-24,156.7322,158.2993,162294600
AAPL,2022-01-25,155.7135,156.4971,115798400
AAPL,2022-01-26,160.1406,156.4089,108275300
AAPL,2022-01-27,159.1122,155.9486,121954600
AAPL,2022-01-28,162.3052,166.8303,179935700
AAPL,2022-01-31,166.6638,171.1889,115541600
AAPL,2022-02-01,170.4347,171.0223,86213900
AAPL,2022-02-02,171.1595,172.2271,84914300
AAPL,2022-02-03,170.895,169.3475,89418100
AAPL,2022-02-04,168.3668,169.0631,82465400
AAPL,2022-02-07,169.5241,168.3472,77251200
AAPL,2022-02-08,168.4159,171.456,74829200
AAPL,2022-02-09,172.6525,172.878,71285000
AAPL,2022-02-10,170.7793,168.7983,90865900
AAPL,2022-02-11,169.0043,165.3855,98670700
AAPL,2022-02-14,164.14,165.6208,86185500
AAPL,2022-02-15,167.6705,169.4554,62527400
AAPL,2022-02-16,168.5335,169.22,61177400
AAPL,2022-02-17,167.7294,165.6208,69589300
AAPL,2022-02-18,166.5427,164.0713,82772700
AAPL,2022-02-22,161.7961,161.1488,91162800
AAPL,2022-02-23,162.3453,156.9809,90009200
AAPL,2022-02-24,149.6354,159.5993,141147500
AAPL,2022-02-25,160.6781,161.6686,91974200
AAPL,2022-02-28,159.9132,161.9334,95056600
AAPL,2022-03-01,161.5215,160.0505,83474400
AAPL,2022-03-02,161.2175,163.3456,79724800
AAPL,2022-03-03,165.2188,163.022,76678400
AAPL,2022-03-04,161.3155,160.021,83737200
AAPL,2022-03-07,160.2073,156.2257,96418800
AAPL,2022-03-08,155.755,154.4016,131148300
AAPL,2022-03-09,158.3637,159.8053,91454900
AAPL,2022-03-10,157.1084,155.4608,105342000
AAPL,2022-03-11,155.8628,151.7439,96970100
AAPL,2022-03-14,148.5273,147.7133,108732100
AAPL,2022-03-15,147.9878,152.097,92964300
AAPL,2022-03-16,154.0191,156.5101,102300200
AAPL,2022-03-17,155.549,157.5202,75615400
AAPL,2022-03-18,157.4124,160.8154,123511700
AAPL,2022-03-21,160.3545,162.1884,95811400
AAPL,2022-03-22,162.3159,165.562,81532000
AAPL,2022-03-23,164.748,166.9252,98062700
AAPL,2022-03-24,167.7588,170.7107,90131400
AAPL,2022-03-25,170.5244,171.3482,80546200
AAPL,2022-03-28,168.8473,172.2112,90371900
AAPL,2022-03-29,173.2802,175.5063,100589400
AAPL,2022-03-30,175.1042,174.3393,92633200
AAPL,2022-03-31,174.4079,171.2402,103049300
AAPL,2022-04-01,170.6714,170.946,78751300
AAPL,2022-04-04,171.2011,174.9964,76468400
AAPL,2022-04-05,174.0745,171.6815,73401800
AAPL,2022-04-06,169.0337,168.5139,89058800
AAPL,2022-04-07,167.8568,168.8179,77594700
AAPL,2022-04-08,168.4649,166.8075,76575500
AAPL,2022-04-11,165.4541,162.5513,72246700
AAPL,2022-04-12,164.7774,164.4244,79265200
AAPL,2022-04-13,164.1596,167.1115,70618900
AAPL,2022-04-14,167.3273,162.1001,75329400
AAPL,2022-04-18,160.7566,161.8844,69023900
AAPL,2022-04-19,161.8353,164.1694,67723800
AAPL,2022-04-20,165.5031,164.0027,67929800
AAPL,2022-04-21,165.6503,163.2083,87227800
AAPL,2022-04-22,163.2476,158.6677,84882400
AAPL,2022-04-25,158.0106,159.7366,96046400
AAPL,2022-04-26,159.1188,153.774,95623200
AAPL,2022-04-27,152.9011,153.5484,88063200
AAPL,2022-04-28,156.1767,160.482,130216800
AAPL,2022-04-29,158.7167,154.6076,131747600
AAPL,2022-05-02,153.6857,154.9116,123055300
AAPL,2022-05-03,155.0979,156.4022,88966500
AAPL,2022-05-04,156.5886,162.816,108256500
AAPL,2022-05-05,160.6879,153.7445,130525300
AAPL,2022-05-06,153.224,154.4713,116124600
AAPL,2022-05-09,152.1633,149.3446,131577900
AAPL,2022-05-10,152.7428,151.7508,115366700
AAPL,2022-05-11,150.7589,143.8839,142689800
AAPL,2022-05-12,140.2204,140.0142,182602000
AAPL,2022-05-13,142.0079,144.4829,113990900
AAPL,2022-05-16,142.9508,142.941,86643800
AAPL,2022-05-17,146.2017,146.5749,78336300
AAPL,2022-05-18,144.2276,138.3053,109742900
AAPL,2022-05-19,137.3821,134.8972,136095600
AAPL,2022-05-20,136.6062,135.1329,137426100
AAPL,2022-05-23,135.3294,140.5544,117726300
AAPL,2022-05-24,138.2954,137.8535,104132700
AAPL,2022-05-25,135.9579,138.0106,92482700
AAPL,2022-05-26,134.9366,141.2124,90601500
AAPL,2022-05-27,142.7936,146.9677,90978500
AAPL,2022-05-31,146.408,146.1821,103718400
AAPL,2022-06-01,147.2231,146.0544,74286600
AAPL,2022-06-02,145.1901,148.5097,72348100
AAPL,2022-06-03,144.2767,142.7838,88570300
AAPL,2022-06-06,144.4043,143.5302,71598400
AAPL,2022-06-07,141.7722,146.0544,67808200
AAPL,2022-06-08,145.9267,145.3177,53950200
AAPL,2022-06-09,144.4535,140.0928,69473000
AAPL,2022-06-10,137.7749,134.6812,91437900
AAPL,2022-06-13,130.4973,129.5249,122207100
AAPL,2022-06-14,130.7526,130.3892,84784300
AAPL,2022-06-15,131.8919,133.0115,91533000
AAPL,2022-06-16,129.7213,127.7374,108123900
AAPL,2022-06-17,127.7472,129.2106,134520300
AAPL,2022-06-21,131.0374,133.4436,81000500
AAPL,2022-06-22,132.3829,132.933,73409200
AAPL,2022-06-23,134.3767,135.8008,72433800
AAPL,2022-06-24,137.4017,139.1303,89116800
AAPL,2022-06-27,140.1517,139.1303,70207900
AAPL,2022-06-28,139.5919,134.9856,67083400
AAPL,2022-06-29,135.0053,136.7437,66242400
AAPL,2022-06-30,134.799,134.2785,98964500
AAPL,2022-07-01,133.6106,136.449,71051600
AAPL,2022-07-05,135.3097,139.0321,73353800
AAPL,2022-07-06,138.8258,140.3678,74064300
AAPL,2022-07-07,140.7311,143.7365,66253700
AAPL,2022-07-08,142.666,144.4142,64547800
AAPL,2022-07-11,143.0686,142.2829,63141600
AAPL,2022-07-12,143.157,143.2552,77588800
AAPL,2022-07-13,140.4365,142.8919,71185600
AAPL,2022-07-14,141.507,145.8186,78140700
AAPL,2022-07-15,147.1053,147.4883,76259900
AAPL,2022-07-18,148.0481,144.4437,81420900
AAPL,2022-07-19,145.2785,148.3035,82982400
AAPL,2022-07-20,148.4213,150.307,64823400
AAPL,2022-07-21,151.741,152.5758,65086600
AAPL,2022-07-22,152.6151,151.3383,66675400
AAPL,2022-07-25,151.2597,150.2186,53623900
AAPL,2022-07-26,149.541,148.8928,55138700
AAPL,2022-07-27,149.8553,153.9901,78620700
AAPL,2022-07-28,154.1767,154.5401,81378700
AAPL,2022-07-29,158.3606,159.6079,101786900
AAPL,2022-08-01,158.1347,158.6258,67829400
AAPL,2022-08-02,157.241,157.1526,59907000
AAPL,2022-08-03,157.9678,163.1633,82507500
AAPL,2022-08-04,163.0454,162.849,55474100
AAPL,2022-08-05,160.5181,162.6228,56697000
AAPL,2022-08-08,163.626,162.1507,60276900
AAPL,2022-08-09,161.3147,162.1999,63135500
AAPL,2022-08-10,164.9144,166.4487,70170500
AAPL,2022-08-11,167.2551,165.711,57149200
AAPL,2022-08-12,167.0191,169.2615,68039400
AAPL,2022-08-15,168.6911,170.3335,54091700
AAPL,2022-08-16,169.9302,170.1761,56377100
AAPL,2022-08-17,169.9204,171.6711,79542000
AAPL,2022-08-18,170.8843,171.2777,62290100
AAPL,2022-08-19,170.1762,168.6911,70346300
AAPL,2022-08-22,166.8912,164.8062,69026800
AAPL,2022-08-23,164.3243,164.4718,54147100
AAPL,2022-08-24,164.5603,164.7669,53841500
AAPL,2022-08-25,165.9962,167.2256,51218200
AAPL,2022-08-26,167.7567,160.9213,78961000
AAPL,2022-08-29,158.492,158.7183,73314000
AAPL,2022-08-30,159.4559,156.289,77906200
AAPL,2022-08-31,157.6659,154.6269,87991100
AAPL,2022-09-01,154.0565,155.3547,74229900
AAPL,2022-09-02,157.1152,153.2402,76957800
AAPL,2022-09-06,153.8893,151.9813,73714800
AAPL,2022-09-07,152.2665,153.3876,87449600
AAPL,2022-09-08,152.0894,151.9124,84923800
AAPL,2022-09-09,152.9058,154.7744,68028800
AAPL,2022-09-12,156.9578,160.7345,104956000
AAPL,2022-09-13,157.2627,151.3026,122656600
AAPL,2022-09-14,152.2369,152.7484,87965400
AAPL,2022-09-15,152.0993,149.8569,90481100
AAPL,2022-09-16,148.716,148.2144,162278800
AAPL,2022-09-19,146.8473,151.9321,81474200
AAPL,2022-09-20,150.8699,154.3122,107689800
AAPL,2022-09-21,154.7449,151.1846,101696800
AAPL,2022-09-22,149.8667,150.2208,86652500
AAPL,2022-09-23,148.6963,147.9489,96029900
AAPL,2022-09-26,147.1916,148.2833,93339400
AAPL,2022-09-27,150.2208,149.2569,84442700
AAPL,2022-09-28,145.2049,147.3686,146691400
AAPL,2022-09-29,143.6903,140.13,128138200
AAPL,2022-09-30,138.9498,135.9206,124925300
AAPL,2022-10-03,135.9304,140.1005,114311700
AAPL,2022-10-04,142.6379,143.6903,87830100
AAPL,2022-10-05,141.6938,143.9853,79471000
AAPL,2022-10-06,143.4051,143.0314,68402200
AAPL,2022-10-07,140.189,137.7794,85925600
AAPL,2022-10-10,138.104,138.104,74899000
AAPL,2022-10-11,137.5926,136.6877,77033700
AAPL,2022-10-12,136.8353,136.0583,70433700
AAPL,2022-10-13,132.7636,140.6316,113224000
AAPL,2022-10-14,141.9298,136.0976,88598000
AAPL,2022-10-17,138.7433,140.0612,85250900
AAPL,2022-10-18,143.0904,141.3791,99136600
AAPL,2022-10-19,139.3531,141.4873,61758300
AAPL,2022-10-20,140.6611,141.025,64522000
AAPL,2022-10-21,140.5136,144.841,86548600
AAPL,2022-10-24,144.7623,146.985,75981900
AAPL,2022-10-25,147.6145,149.8274,74732300
AAPL,2022-10-26,148.4702,146.8867,88194300
AAPL,2022-10-27,145.6278,142.4117,109180200
AAPL,2022-10-28,145.7557,153.1713,164762400
AAPL,2022-10-31,150.6339,150.8109,97943200
AAPL,2022-11-01,152.5222,148.1652,80379300
AAPL,2022-11-02,146.4933,142.638,93604600
AAPL,2022-11-03,139.7169,136.5894,97918500
AAPL,2022-11-04,139.9783,136.3234,140814800
AAPL,2022-11-07,135.0723,136.8554,83374600
AAPL,2022-11-08,138.3232,137.4267,89908500
AAPL,2022-11-09,136.4416,132.8656,74917800
AAPL,2022-11-10,139.1409,144.6872,118854000
AAPL,2022-11-11,143.6529,147.4752,93979700
AAPL,2022-11-14,146.756,146.0762,73374100
AAPL,2022-11-15,149.9577,147.8101,89868300
AAPL,2022-11-16,146.9136,146.5787,64218300
AAPL,2022-11-17,144.2537,148.48,80389400
AAPL,2022-11-18,150.0464,149.0415,74829600
AAPL,2022-11-21,147.9283,145.8102,58724100
AAPL,2022-11-22,145.9285,147.948,51804100
AAPL,2022-11-23,147.2289,148.8248,58301400
AAPL,2022-11-25,146.1058,145.9088,35195900
AAPL,2022-11-28,142.9829,142.0766,69246000
AAPL,2022-11-29,142.1456,139.0719,83763800
AAPL,2022-11-30,139.2985,145.83,111380900
AAPL,2022-12-01,146.0073,146.1058,71250400
AAPL,2022-12-02,143.7908,145.6133,65447400
AAPL,2022-12-05,145.5738,144.4508,68826400
AAPL,2022-12-06,144.8842,140.7861,64727200
AAPL,2022-12-07,140.0768,138.8454,69721100
AAPL,2022-12-08,140.2442,140.5299,62128300
AAPL,2022-12-09,140.2245,140.0472,76097000
AAPL,2022-12-12,140.5792,142.3426,70462700
AAPL,2022-12-13,147.2782,143.3081,93886200
AAPL,2022-12-14,143.1898,141.0816,82291200
AAPL,2022-12-15,139.0128,134.4713,98931900
AAPL,2022-12-16,134.6585,132.5109,160156900
AAPL,2022-12-19,133.102,130.4027,79592600
AAPL,2022-12-20,129.4372,130.3337,77432800
AAPL,2022-12-21,131.0036,133.4369,85928000
AAPL,2022-12-22,132.3533,130.2648,77852100
AAPL,2022-12-23,128.9743,129.9003,63814900
AAPL,2022-12-27,129.4274,128.0975,69007800
AAPL,2022-12-28,127.7428,124.1668,85438400
AAPL,2022-12-29,126.0878,127.6837,75703700
AAPL,2022-12-30,126.5016,127.999,77034200
AAPL,2023-01-03,128.3438,123.2112,112117500
AAPL,2023-01-04,125.0042,124.482,89113600
AAPL,2023-01-05,125.2406,123.162,80962700
AAPL,2023-01-06,124.1373,127.6936,87754700
AAPL,2023-01-09,128.5309,128.2157,70790800
AAPL,2023-01-10,128.3241,128.7871,63896200
AAPL,2023-01-11,129.2994,131.5061,69458900
AAPL,2023-01-12,131.8902,131.4272,71379600
AAPL,2023-01-13,130.0677,132.7572,57809700
AAPL,2023-01-17,132.8262,133.9197,63646600
AAPL,2023-01-18,134.7866,133.2005,69672800
AAPL,2023-01-19,132.0873,133.2596,58280400
AAPL,2023-01-20,133.2694,135.821,80223600
AAPL,2023-01-23,136.0672,139.0128,81760300
AAPL,2023-01-24,138.2247,140.4117,66435100
AAPL,2023-01-25,138.7961,139.7517,65799300
AAPL,2023-01-26,141.0422,141.8205,54105100
